;BELISARIO;CENTRO;COTOCOLLAO;LOS CHILLOS;TUMBACO
22/05/2025 06:00;2,49;9,29;5,11;6,38;2,60
22/05/2025 07:00;1,95;11,25;4,34;15,24;4,72
22/05/2025 08:00;2,40;7,10;3,76;26,40;6,71
22/05/2025 09:00;1,67;1,95;2,70;13,33;5,59
22/05/2025 10:00;2,08;2,13;2,57;2,38;0,88
22/05/2025 11:00;1,90;1,18;2,18;1,47;0,92
22/05/2025 12:00;1,61;0,25;2,34;1,92;0,64
22/05/2025 13:00;1,59;1,30;2,54;1,37;0,47
22/05/2025 14:00;1,41;2,30;2,37;1,57;0,51
22/05/2025 15:00;1,63;2,88;2,79;1,61;0,75
22/05/2025 16:00;1,72;2,19;2,55;1,40;0,59
22/05/2025 17:00;1,94;2,20;2,43;1,86;0,77
22/05/2025 18:00;1,84;2,47;2,10;2,51;0,83
22/05/2025 19:00;1,91;3,08;2,61;2,45;1,95
22/05/2025 20:00;1,90;3,13;2,97;2,75;1,52
22/05/2025 21:00;1,85;1,90;3,18;2,95;0,97
22/05/2025 22:00;1,86;1,84;3,21;2,86;0,92
22/05/2025 23:00;1,87;1,35;2,73;2,59;0,82
23/05/2025 00:00;1,78;1,45;2,51;2,44;0,76
23/05/2025 01:00;1,68;0,82;0,00;4,09;0,84
23/05/2025 02:00;1,40;0,92;0,00;2,93;0,00
23/05/2025 03:00;1,64;1,74;0,00;1,80;0,00
23/05/2025 04:00;1,62;2,33;2,61;2,39;1,23
23/05/2025 05:00;1,40;2,57;2,72;4,40;0,80
23/05/2025 06:00;1,71;4,34;3,18;7,69;1,43
23/05/2025 07:00;2,10;4,12;3,19;16,38;2,71
23/05/2025 08:00;1,39;2,15;2,58;19,82;4,54
23/05/2025 09:00;1,64;0,89;2,29;11,27;4,05
23/05/2025 10:00;1,44;0,52;2,17;5,94;2,50
23/05/2025 11:00;1,69;0,00;2,49;2,13;0,84
23/05/2025 12:00;1,65;0,53;2,68;1,23;0,94
23/05/2025 13:00;1,48;0,35;2,48;1,15;0,69
23/05/2025 14:00;1,81;1,10;2,66;1,06;0,74
23/05/2025 15:00;1,65;1,76;2,26;3,78;0,54
23/05/2025 16:00;1,76;1,22;2,42;1,63;0,89
23/05/2025 17:00;1,97;1,78;2,47;2,03;0,61
23/05/2025 18:00;1,99;1,59;2,57;2,32;0,99
23/05/2025 19:00;1,87;2,17;2,92;2,55;1,14
23/05/2025 20:00;1,56;1,66;2,69;2,17;0,85
23/05/2025 21:00;1,54;1,71;2,64;2,67;0,80
23/05/2025 22:00;1,58;1,66;2,73;2,07;0,69
23/05/2025 23:00;2,21;2,05;2,63;2,97;0,65
24/05/2025 00:00;1,50;1,95;2,76;8,31;0,78
24/05/2025 01:00;1,43;0,00;3,21;0,00;0,84
24/05/2025 02:00;1,41;0,00;3,10;0,00;1,10
24/05/2025 03:00;1,36;0,00;3,22;0,00;0,93
24/05/2025 04:00;1,55;1,32;3,08;4,35;1,51
24/05/2025 05:00;1,62;1,71;3,11;3,79;1,58
24/05/2025 06:00;2,10;2,82;4,08;5,35;1,80
24/05/2025 07:00;2,07;3,00;3,47;8,17;3,10
24/05/2025 08:00;1,63;1,65;3,38;10,37;4,28
24/05/2025 09:00;1,65;1,71;2,93;4,37;3,39
24/05/2025 10:00;1,95;0,67;2,71;1,47;1,89
24/05/2025 11:00;1,84;-0,18;2,46;1,75;0,93
24/05/2025 12:00;1,47;0,42;2,37;1,63;0,97
24/05/2025 13:00;1,53;0,45;2,47;1,69;0,95
24/05/2025 14:00;1,38;1,20;2,61;1,82;0,68
24/05/2025 15:00;1,75;0,93;2,30;1,81;0,78
24/05/2025 16:00;1,48;0,76;2,32;2,10;0,93
24/05/2025 17:00;1,68;1,40;2,07;1,83;0,81
24/05/2025 18:00;1,48;0,66;2,49;2,03;0,71
24/05/2025 19:00;1,66;1,83;1,98;2,01;0,79
24/05/2025 20:00;1,87;2,06;2,11;1,60;0,59
24/05/2025 21:00;2,01;1,84;2,31;1,41;0,55
24/05/2025 22:00;1,86;1,15;2,09;1,43;0,35
24/05/2025 23:00;2,09;1,00;2,57;1,32;0,48
25/05/2025 00:00;2,24;1,29;2,48;1,23;0,47
25/05/2025 01:00;2,22;1,75;0,00;1,01;0,58
25/05/2025 02:00;1,97;1,55;0,00;1,65;0,00
25/05/2025 03:00;1,59;0,84;0,00;2,12;0,00
25/05/2025 04:00;1,33;1,34;1,77;2,97;0,36
25/05/2025 05:00;1,61;1,99;1,84;2,17;0,59
25/05/2025 06:00;1,55;2,03;2,05;8,67;0,84
25/05/2025 07:00;1,92;1,55;2,29;7,80;0,82
25/05/2025 08:00;1,88;1,23;2,28;14,44;0,74
25/05/2025 09:00;1,73;0,82;2,15;5,41;0,60
25/05/2025 10:00;2,08;0,81;2,41;4,49;6,02
25/05/2025 11:00;2,17;0,71;3,54;2,93;1,40
25/05/2025 12:00;2,18;0,59;3,42;2,04;1,85
25/05/2025 13:00;2,00;1,16;2,64;2,52;1,95
25/05/2025 14:00;1,97;1,13;2,80;1,77;1,64
25/05/2025 15:00;1,79;1,36;2,74;1,81;1,02
25/05/2025 16:00;1,72;0,56;2,39;1,64;0,81
25/05/2025 17:00;1,20;1,46;2,50;1,45;0,76
25/05/2025 18:00;1,49;1,49;2,53;1,23;0,61
25/05/2025 19:00;1,40;0,96;2,71;1,20;0,58
25/05/2025 20:00;1,57;0,18;2,60;1,05;0,28
25/05/2025 21:00;1,17;0,04;2,39;0,99;0,57
25/05/2025 22:00;1,70;0,30;2,44;1,11;0,67
25/05/2025 23:00;1,76;0,33;2,31;1,18;0,45
26/05/2025 00:00;1,47;0,66;2,09;1,10;0,67
26/05/2025 01:00;1,47;0,00;2,47;0,00;0,58
26/05/2025 02:00;1,31;0,00;2,44;0,00;0,14
26/05/2025 03:00;1,53;0,00;2,07;0,00;0,45
26/05/2025 04:00;1,62;0,53;2,02;1,12;0,25
26/05/2025 05:00;1,49;0,85;2,13;0,91;0,36
26/05/2025 06:00;1,67;1,28;2,57;0,82;0,28
26/05/2025 07:00;2,93;3,11;3,08;1,19;0,41
26/05/2025 08:00;2,35;2,26;2,99;1,07;0,11
26/05/2025 09:00;2,37;2,24;2,69;1,04;0,54
26/05/2025 10:00;1,97;1,45;2,95;1,01;0,68
26/05/2025 11:00;1,93;0,00;3,13;1,33;0,66
26/05/2025 12:00;2,21;0,00;3,06;1,66;0,53
26/05/2025 13:00;2,37;0,00;2,61;2,01;0,58
26/05/2025 14:00;1,82;4,99;2,37;2,23;1,25
26/05/2025 15:00;1,70;4,90;2,15;2,54;0,95
26/05/2025 16:00;1,51;4,54;2,46;1,47;0,65
26/05/2025 17:00;1,66;5,81;2,55;2,10;0,65
26/05/2025 18:00;1,88;5,11;2,21;2,22;0,46
26/05/2025 19:00;1,46;4,62;2,62;1,12;0,43
26/05/2025 20:00;1,42;3,88;2,42;1,14;0,70
26/05/2025 21:00;1,12;3,11;2,32;0,79;0,35
26/05/2025 22:00;1,43;3,12;2,26;0,80;0,57
26/05/2025 23:00;1,31;3,32;2,13;0,92;0,46
27/05/2025 00:00;1,44;3,16;2,28;0,82;0,33
27/05/2025 01:00;1,60;3,40;0,00;1,27;0,64
27/05/2025 02:00;1,14;4,14;0,00;1,44;0,00
27/05/2025 03:00;1,34;4,31;0,00;1,21;0,00
27/05/2025 04:00;1,34;4,73;2,15;3,17;0,55
27/05/2025 05:00;1,47;4,81;2,17;3,46;0,32
27/05/2025 06:00;1,88;5,25;2,46;7,85;0,41
27/05/2025 07:00;2,24;5,87;2,91;11,48;3,41
27/05/2025 08:00;3,15;5,44;3,62;7,62;2,63
27/05/2025 09:00;2,95;6,09;3,51;3,16;1,49
27/05/2025 10:00;1,99;4,19;2,95;2,01;1,04
27/05/2025 11:00;1,85;3,27;2,90;1,79;0,74
27/05/2025 12:00;2,06;3,76;3,48;2,17;1,14
27/05/2025 13:00;2,01;3,74;3,51;1,49;1,51
27/05/2025 14:00;2,35;4,28;2,81;1,59;1,19
27/05/2025 15:00;1,94;4,78;2,63;1,84;1,20
27/05/2025 16:00;2,69;5,14;2,69;2,31;0,81
27/05/2025 17:00;2,71;5,15;2,52;2,16;0,86
27/05/2025 18:00;2,39;5,09;2,70;1,46;1,33
27/05/2025 19:00;2,16;4,92;2,58;1,36;0,78
27/05/2025 20:00;2,20;4,82;2,47;1,31;0,38
27/05/2025 21:00;2,00;5,05;2,56;1,31;0,54
27/05/2025 22:00;1,83;3,87;2,46;1,18;0,55
27/05/2025 23:00;1,91;4,34;2,69;1,41;0,49
28/05/2025 00:00;1,60;4,30;2,54;1,81;0,66
28/05/2025 01:00;1,51;0,00;2,58;0,00;1,09
28/05/2025 02:00;1,35;0,00;2,21;0,00;0,95
28/05/2025 03:00;1,47;0,00;2,40;0,00;1,90
28/05/2025 04:00;1,57;5,13;2,71;8,57;2,11
28/05/2025 05:00;1,50;6,41;2,98;9,99;2,60
28/05/2025 06:00;2,26;9,57;4,31;12,67;2,97
28/05/2025 07:00;4,54;9,33;7,24;22,63;5,00
28/05/2025 08:00;2,99;6,22;7,19;5,46;7,59
28/05/2025 09:00;2,24;4,31;4,11;2,99;4,44
28/05/2025 10:00;2,03;4,02;4,44;1,59;3,65
28/05/2025 11:00;2,31;4,14;4,05;1,58;2,06
28/05/2025 12:00;2,33;4,09;3,36;1,53;1,15
28/05/2025 13:00;1,80;3,96;2,53;1,58;0,96
28/05/2025 14:00;1,67;4,60;2,59;1,84;0,59
28/05/2025 15:00;1,60;4,69;2,79;1,79;0,96
28/05/2025 16:00;1,84;4,80;2,92;1,87;0,98
28/05/2025 17:00;1,74;4,97;2,95;2,27;1,48
28/05/2025 18:00;1,83;5,31;2,95;2,59;1,78
28/05/2025 19:00;2,28;5,06;3,79;2,12;1,92
28/05/2025 20:00;2,02;5,07;3,58;3,10;1,99
28/05/2025 21:00;1,79;4,12;3,28;11,10;1,88
28/05/2025 22:00;2,39;5,52;3,71;14,18;1,86
28/05/2025 23:00;2,04;4,35;2,90;10,46;2,04
29/05/2025 00:00;1,84;4,61;3,29;12,94;2,30
29/05/2025 01:00;1,46;5,12;0,00;9,49;0,00
29/05/2025 02:00;1,99;5,83;0,00;6,66;0,00
29/05/2025 03:00;1,62;5,35;0,00;7,16;0,00
29/05/2025 04:00;1,70;5,67;2,94;5,03;2,01
29/05/2025 05:00;1,83;6,14;3,72;5,58;1,70
29/05/2025 06:00;2,41;10,56;6,00;9,05;2,90
29/05/2025 07:00;2,62;9,90;6,29;9,86;4,67
29/05/2025 08:00;1,89;5,60;4,17;9,32;6,22
29/05/2025 09:00;1,95;4,39;3,14;5,58;4,67
29/05/2025 10:00;2,26;3,93;2,87;2,06;3,47
29/05/2025 11:00;2,63;4,05;3,23;1,77;2,80
29/05/2025 12:00;2,25;4,20;2,81;1,16;1,31
29/05/2025 13:00;1,60;4,05;4,77;1,63;0,74
29/05/2025 14:00;3,78;3,86;5,04;1,43;0,86
29/05/2025 15:00;2,03;4,03;3,91;1,66;0,90
29/05/2025 16:00;1,99;4,00;3,09;1,17;0,67
29/05/2025 17:00;1,59;4,08;2,50;1,49;1,00
29/05/2025 18:00;1,66;5,87;3,21;2,39;1,27
29/05/2025 19:00;2,23;7,66;4,06;11,54;1,04
29/05/2025 20:00;1,95;5,60;3,28;7,86;1,56
29/05/2025 21:00;2,37;4,57;3,07;7,32;1,60
29/05/2025 22:00;2,42;5,42;2,97;7,23;1,59
29/05/2025 23:00;1,97;5,12;2,51;6,59;2,04
30/05/2025 00:00;1,85;4,73;2,82;7,36;2,03
30/05/2025 01:00;1,42;0,00;2,64;0,00;1,98
30/05/2025 02:00;1,33;0,00;3,07;0,00;2,09
30/05/2025 03:00;1,39;0,00;2,89;0,00;1,22
30/05/2025 04:00;1,39;4,80;2,38;3,37;1,67
30/05/2025 05:00;1,22;5,46;3,00;5,20;1,55
30/05/2025 06:00;2,17;7,06;5,13;8,35;2,03
30/05/2025 07:00;2,68;6,35;4,66;8,65;6,78
30/05/2025 08:00;2,55;5,81;3,90;5,99;6,08
30/05/2025 09:00;2,00;4,82;3,98;3,70;4,78
30/05/2025 10:00;2,49;3,97;3,49;2,55;3,03
30/05/2025 11:00;2,67;3,87;3,61;2,47;2,71
30/05/2025 12:00;1,94;3,83;3,33;2,44;2,45
30/05/2025 13:00;2,22;3,69;3,16;1,83;2,08
30/05/2025 14:00;2,27;4,97;2,52;2,27;1,36
30/05/2025 15:00;1,89;4,90;2,32;2,12;0,92
30/05/2025 16:00;1,93;4,91;2,36;1,90;0,89
30/05/2025 17:00;1,93;4,93;2,47;2,36;0,68
30/05/2025 18:00;2,11;4,63;2,51;2,07;0,74
30/05/2025 19:00;1,86;4,34;2,47;1,66;0,71
30/05/2025 20:00;2,01;4,78;2,36;1,34;0,49
30/05/2025 21:00;1,88;4,54;2,28;1,25;0,74
30/05/2025 22:00;1,68;4,08;2,31;1,28;0,70
30/05/2025 23:00;1,57;4,48;1,96;1,14;0,78
31/05/2025 00:00;1,61;4,49;2,00;0,87;0,55
31/05/2025 01:00;1,38;3,98;0,00;1,06;0,40
31/05/2025 02:00;1,41;4,14;0,00;1,16;0,00
31/05/2025 03:00;1,40;4,14;0,00;1,01;0,00
31/05/2025 04:00;1,39;4,06;1,77;1,07;0,61
31/05/2025 05:00;1,37;3,84;2,02;1,14;0,60
31/05/2025 06:00;1,41;4,49;2,24;1,43;0,52
31/05/2025 07:00;1,94;5,26;2,65;1,26;0,91
31/05/2025 08:00;1,62;5,49;2,64;3,79;0,70
31/05/2025 09:00;1,84;4,87;2,75;1,65;0,58
31/05/2025 10:00;1,94;4,40;2,44;1,44;0,82
31/05/2025 11:00;1,86;3,70;2,69;1,27;0,57
31/05/2025 12:00;1,68;3,66;2,55;1,50;1,02
31/05/2025 13:00;1,84;4,23;2,13;1,79;0,51
31/05/2025 14:00;1,67;4,59;2,11;1,70;0,70
31/05/2025 15:00;1,81;4,85;2,26;1,67;0,61
31/05/2025 16:00;1,74;5,03;2,12;2,09;0,40
31/05/2025 17:00;2,06;5,38;2,34;2,06;0,75
31/05/2025 18:00;1,81;5,27;2,29;1,71;0,65
31/05/2025 19:00;1,80;4,58;2,26;1,41;0,62
31/05/2025 20:00;1,64;4,13;2,16;1,13;0,49
31/05/2025 21:00;1,53;3,88;2,34;0,99;0,49
31/05/2025 22:00;1,51;3,64;2,00;0,96;0,52
31/05/2025 23:00;1,29;3,19;1,92;0,99;0,75
06/01/2025 00:00;1,12;1,44;1,81;1,13;1,14
06/01/2025 00:00;1,12;1,44;1,81;1,13;1,14
06/01/2025 00:00;1,12;1,44;1,81;1,13;1,14
06/01/2025 00:00;1,12;1,44;1,81;1,12;1,14
06/01/2025 00:00;1,12;1,44;1,81;1,12;1,14
06/01/2025 00:00;1,12;1,44;1,81;1,12;1,14
06/01/2025 00:00;1,12;1,44;1,81;1,12;1,14
06/01/2025 00:00;1,12;1,43;1,81;1,12;1,14
06/01/2025 00:00;1,12;1,43;1,80;1,11;1,14
06/01/2025 00:00;1,12;1,43;1,80;1,11;1,13
06/01/2025 00:00;1,12;1,43;1,80;1,11;1,13
06/01/2025 00:00;1,12;1,43;1,80;1,11;1,13
06/01/2025 00:00;1,11;1,43;1,80;1,11;1,13
06/01/2025 00:00;1,11;1,43;1,80;1,10;1,13
06/01/2025 00:00;1,11;1,43;1,80;1,10;1,13
06/01/2025 00:00;1,11;1,42;1,80;1,10;1,13
06/01/2025 00:00;1,11;1,42;1,80;1,10;1,13
06/01/2025 00:00;1,11;1,42;1,80;1,10;1,13
06/01/2025 00:00;1,11;1,42;1,80;1,10;1,13
06/01/2025 00:00;1,11;1,42;1,80;1,09;1,13
06/01/2025 00:00;1,11;1,42;1,80;1,09;1,13
06/01/2025 00:00;1,11;1,42;1,80;1,09;1,13
06/01/2025 00:00;1,11;1,42;1,80;1,09;1,13
06/01/2025 00:00;1,11;1,42;1,80;1,09;1,13
;;;;;
Pendiente= (prediccion en 24h-ultimo dato)/24;-0,00761402;-0,0739445;-0,005102577;0,003996949;0,015676127


31/07/2025;22:00;Belisario;0.12
31/07/2025;22:00;Centro;0.76
31/07/2025;22:00;Cotocollao;0.91
31/07/2025;22:00;Los Chillos;0.23
31/07/2025;22:00;Tumbaco;0.12
22/12/2025;11:00;Belisario;0.45
22/12/2025;11:00;Centro;0.67
22/12/2025;11:00;Cotocollao;0.54
22/12/2025;11:00;Los Chillos;0.65
22/12/2025;11:00;Tumbaco;0.70
